txn_id,user_id,txn_date,amount,ingestion_date
101746,1068,2024-02-19,668.43,2024-02-29
101747,1037,2024-02-21,528.45,2024-03-12
101748,1266,2024-01-08,103.12,2024-01-08
101749,1187,2024-02-07,55.09,2024-02-18
101750,1095,2024-02-17,899.72,2024-03-01
101751,1245,2024-01-02,179.83,2024-01-02
101752,1387,2024-02-24,767.72,2024-03-13
101753,1357,2024-02-05,528.57,2024-02-05
101754,1300,2024-01-05,839.10,2024-01-18
101755,1015,2024-01-19,458.25,2024-01-19
101756,1061,2024-02-27,129.92,2024-02-27
101757,1154,2024-01-11,18.93,2024-01-28
101758,1351,2024-01-13,680.43,2024-01-18
101759,1267,2024-01-03,144.11,2024-01-03
101760,1338,2024-02-14,543.51,2024-02-23
101761,1234,2024-01-22,59.69,2024-02-03
101762,1076,2024-01-06,675.05,2024-01-14
101763,1019,2024-01-31,647.52,2024-01-31
101764,1010,2024-02-24,403.15,2024-02-24
101765,1128,2024-01-24,440.32,2024-01-24
101766,1247,2024-01-11,422.62,2024-01-11
101767,1068,2024-01-25,342.76,2024-01-25
101768,1042,2024-01-19,450.55,2024-01-29
101769,1018,2024-02-02,269.27,2024-02-16
101770,1387,2024-01-12,499.36,2024-01-12
101771,1355,2024-02-25,685.36,2024-02-25
101772,1053,2024-01-08,878.38,2024-01-16
101773,1017,2024-01-21,296.88,2024-01-24
101774,1280,2024-01-31,900.61,2024-02-14
101775,1174,2024-02-10,734.34,2024-02-10
101776,1303,2024-02-08,804.53,2024-02-08
101777,1307,2024-01-17,606.60,2024-01-20
101778,1148,2024-02-29,696.16,2024-03-02
101779,1001,2024-02-01,165.21,2024-02-03
101780,1022,2024-01-03,89.51,2024-01-13
101781,1302,2024-02-29,530.91,2024-03-08
101782,1295,2024-01-12,769.85,2024-01-13
101783,1062,2024-02-01,914.44,2024-02-15
101784,1115,2024-01-17,646.41,2024-01-17
101785,1191,2024-01-01,886.49,2024-01-06
101786,1328,2024-02-05,460.88,2024-02-22
101787,1175,2024-01-10,654.01,2024-01-28
101788,1184,2024-01-28,666.01,2024-01-28
101789,1272,2024-01-13,391.14,2024-02-02
101790,1114,2024-01-28,188.77,2024-01-29
101791,1230,2024-02-21,681.31,2024-03-10
101792,1309,2024-01-18,714.69,2024-01-18
101793,1262,2024-02-07,239.57,2024-02-24
101794,1320,2024-02-25,653.03,2024-02-27
101795,1095,2024-01-27,580.93,2024-01-27
101796,1064,2024-02-29,916.77,2024-03-11
101797,1022,2024-02-17,884.37,2024-03-05
101798,1355,2024-01-23,859.57,2024-01-23
101799,1318,2024-01-18,174.33,2024-01-30
101800,1275,2024-01-12,799.04,2024-01-29
101801,1045,2024-01-04,342.09,2024-01-06
101802,1374,2024-02-18,407.36,2024-03-02
101803,1109,2024-01-13,170.25,2024-01-17
101804,1118,2024-01-25,327.68,2024-02-02
101805,1213,2024-02-02,791.82,2024-02-06
101806,1218,2024-02-09,282.66,2024-02-25
101807,1086,2024-01-03,285.93,2024-01-10
101808,1363,2024-02-26,12.10,2024-03-10
101809,1151,2024-01-21,214.42,2024-01-31
101810,1109,2024-01-14,883.36,2024-01-14
101811,1277,2024-01-04,911.59,2024-01-04
101812,1176,2024-02-11,494.60,2024-02-13
101813,1398,2024-01-05,889.29,2024-01-05
101814,1315,2024-01-18,848.94,2024-02-03
101815,1350,2024-02-20,64.05,2024-02-20
101816,1262,2024-01-08,15.54,2024-01-23
101817,1248,2024-02-21,318.84,2024-03-04
101818,1007,2024-01-23,110.73,2024-02-04
101819,1030,2024-02-05,846.78,2024-02-11
101820,1319,2024-01-06,387.94,2024-01-06
101821,1206,2024-02-25,18.33,2024-03-10
101822,1161,2024-02-12,472.52,2024-02-15
101823,1344,2024-01-02,507.35,2024-01-02
101824,1072,2024-02-18,854.60,2024-03-03
101825,1059,2024-01-09,126.41,2024-01-25
101826,1350,2024-02-05,16.50,2024-02-05
101827,1158,2024-01-26,733.28,2024-02-04
101828,1351,2024-02-13,222.53,2024-02-13
101829,1269,2024-02-21,381.64,2024-03-02
101830,1259,2024-02-25,352.63,2024-03-02
101831,1392,2024-01-29,514.24,2024-02-07
101832,1150,2024-01-23,112.17,2024-02-07
101833,1128,2024-02-29,626.90,2024-02-29
101834,1335,2024-01-29,423.00,2024-02-03
101835,1028,2024-02-04,342.51,2024-02-18
101836,1244,2024-02-03,15.46,2024-02-03
101837,1274,2024-02-16,840.56,2024-02-23
101838,1348,2024-01-22,114.03,2024-02-01
101839,1146,2024-02-03,47.84,2024-02-16
101840,1282,2024-02-08,405.79,2024-02-19
101841,1173,2024-01-27,856.94,2024-02-02
101842,1319,2024-01-02,636.23,2024-01-18
101843,1369,2024-01-19,912.12,2024-01-28
101844,1324,2024-02-17,121.66,2024-03-04
101845,1213,2024-01-09,527.12,2024-01-14
101846,1171,2024-01-14,315.39,2024-01-14
101847,1021,2024-02-13,728.53,2024-02-26
101848,1341,2024-01-18,481.75,2024-01-18
101849,1247,2024-01-09,878.15,2024-01-22
101850,1010,2024-02-19,133.53,2024-02-19
101851,1054,2024-01-17,910.22,2024-01-18
101852,1111,2024-02-27,128.56,2024-03-10
101853,1131,2024-02-27,480.00,2024-03-06
101854,1311,2024-02-10,58.92,2024-02-10
101855,1205,2024-01-03,790.05,2024-01-17
101856,1131,2024-02-24,927.85,2024-02-25
101857,1196,2024-02-25,418.27,2024-03-06
101858,1211,2024-01-14,275.29,2024-01-17
101859,1049,2024-02-17,725.25,2024-02-25
101860,1342,2024-02-05,590.56,2024-02-22
101861,1336,2024-01-17,185.65,2024-01-17
101862,1164,2024-02-11,274.27,2024-02-11
101863,1096,2024-02-11,118.12,2024-02-20
101864,1335,2024-02-24,944.60,2024-03-03
101865,1004,2024-01-01,636.35,2024-01-15
101866,1062,2024-01-06,196.51,2024-01-06
101867,1170,2024-02-04,674.07,2024-02-08
101868,1242,2024-02-09,669.08,2024-02-26
101869,1024,2024-01-03,584.43,2024-01-03
101870,1257,2024-02-19,187.35,2024-02-19
101871,1048,2024-02-14,813.58,2024-02-19
101872,1242,2024-01-28,225.62,2024-01-28
101873,1377,2024-01-23,134.36,2024-01-25
101874,1343,2024-02-19,267.43,2024-02-26
101875,1194,2024-01-23,883.35,2024-01-23
101876,1131,2024-01-30,410.72,2024-02-19
101877,1288,2024-01-18,197.66,2024-01-20
101878,1023,2024-01-05,367.53,2024-01-05
101879,1330,2024-02-25,503.47,2024-03-04
101880,1184,2024-01-04,218.47,2024-01-18
101881,1365,2024-01-27,460.44,2024-01-27
101882,1262,2024-02-25,489.27,2024-02-25
101883,1360,2024-02-12,615.24,2024-02-22
101884,1179,2024-02-29,113.45,2024-03-06
101885,1046,2024-02-27,273.72,2024-02-27
101886,1268,2024-01-01,339.96,2024-01-15
101887,1384,2024-02-09,242.15,2024-02-09
101888,1170,2024-02-13,851.40,2024-02-19
101889,1397,2024-01-31,48.44,2024-02-02
101890,1340,2024-02-06,630.80,2024-02-06
101891,1149,2024-01-01,312.34,2024-01-01
101892,1344,2024-02-18,278.20,2024-02-27
101893,1064,2024-02-08,863.97,2024-02-08
101894,1025,2024-02-28,104.72,2024-03-02
101895,1274,2024-01-05,247.13,2024-01-21
101896,1046,2024-02-25,351.77,2024-03-06
101897,1332,2024-02-17,114.84,2024-02-18
101898,1163,2024-01-03,651.98,2024-01-08
101899,1147,2024-02-08,321.34,2024-02-20
101900,1015,2024-02-29,708.36,2024-02-29
101901,1315,2024-02-04,563.58,2024-02-04
101902,1006,2024-01-05,578.43,2024-01-13
101903,1244,2024-02-09,621.23,2024-02-16
101904,1323,2024-02-13,559.27,2024-02-16
101905,1113,2024-02-03,843.96,2024-02-08
101906,1191,2024-01-22,601.79,2024-01-22
101907,1152,2024-01-07,575.73,2024-01-07
101908,1124,2024-02-12,48.58,2024-02-19
101909,1180,2024-02-17,191.35,2024-03-03
101910,1003,2024-02-25,879.97,2024-02-28
101911,1344,2024-02-03,895.31,2024-02-23
101912,1266,2024-02-11,332.32,2024-02-27
101913,1297,2024-02-12,940.27,2024-02-19
101914,1070,2024-01-07,511.54,2024-01-12
101915,1003,2024-01-22,51.18,2024-01-22
101916,1067,2024-01-20,190.20,2024-02-07
101917,1222,2024-01-16,678.91,2024-01-16
101918,1052,2024-02-23,848.09,2024-03-12
101919,1161,2024-02-09,926.62,2024-02-21
101920,1311,2024-01-24,431.57,2024-01-28
101921,1253,2024-01-16,866.20,2024-01-16
101922,1188,2024-01-15,73.65,2024-01-29
101923,1311,2024-01-09,502.34,2024-01-26
101924,1112,2024-02-25,753.43,2024-02-25
101925,1147,2024-02-14,166.92,2024-02-23
101926,1187,2024-02-02,664.90,2024-02-07
101927,1139,2024-02-04,282.28,2024-02-23
101928,1149,2024-01-28,67.15,2024-02-04
101929,1116,2024-01-25,706.27,2024-02-07
101930,1338,2024-01-30,475.32,2024-01-30
101931,1358,2024-01-09,510.52,2024-01-26
101932,1372,2024-01-08,923.25,2024-01-14
101933,1083,2024-02-15,421.48,2024-02-15
101934,1095,2024-01-29,488.72,2024-02-16
101935,1124,2024-01-25,742.61,2024-01-25
101936,1315,2024-02-19,386.80,2024-02-28
101937,1320,2024-02-19,204.51,2024-02-20
101938,1020,2024-02-23,160.40,2024-02-23
101939,1185,2024-01-04,214.74,2024-01-04
101940,1104,2024-01-29,664.92,2024-01-29
101941,1234,2024-01-29,836.41,2024-02-15
101942,1249,2024-02-11,438.11,2024-02-11
101943,1260,2024-02-17,675.29,2024-02-17
101944,1041,2024-01-26,503.57,2024-02-05
101945,1057,2024-01-30,811.33,2024-01-30
101946,1292,2024-01-27,288.58,2024-01-27
101947,1357,2024-02-16,262.40,2024-02-20
101948,1183,2024-02-18,170.84,2024-02-20
101949,1282,2024-02-14,511.55,2024-02-14
101950,1113,2024-02-06,284.33,2024-02-11
101951,1005,2024-01-17,895.52,2024-01-17
101952,1340,2024-02-28,271.09,2024-02-28
101953,1093,2024-02-15,134.99,2024-02-17
101954,1268,2024-02-26,613.87,2024-02-26
101955,1257,2024-02-11,244.07,2024-02-18
101956,1055,2024-01-20,512.52,2024-01-21
101957,1198,2024-02-13,619.73,2024-02-13
101958,1243,2024-02-21,604.72,2024-02-21
101959,1296,2024-02-20,923.89,2024-02-20
101960,1355,2024-02-29,315.09,2024-03-12
101961,1212,2024-02-11,840.95,2024-02-20
101962,1120,2024-01-23,688.75,2024-02-06
101963,1308,2024-02-15,854.44,2024-02-25
101964,1123,2024-01-11,315.16,2024-01-13
101965,1335,2024-01-07,598.40,2024-01-07
101966,1376,2024-02-20,19.78,2024-02-20
101967,1203,2024-02-02,344.15,2024-02-11
101968,1339,2024-01-06,176.13,2024-01-07
101969,1098,2024-02-27,515.15,2024-02-27
101970,1170,2024-02-24,930.04,2024-03-14
101971,1312,2024-02-02,110.06,2024-02-15
101972,1259,2024-01-03,898.92,2024-01-12
101973,1100,2024-01-16,827.82,2024-01-16
101974,1117,2024-01-14,606.25,2024-02-01
101975,1284,2024-02-16,203.79,2024-03-02
101976,1036,2024-01-13,217.40,2024-01-22
101977,1228,2024-02-27,201.68,2024-03-11
101978,1390,2024-01-21,156.30,2024-01-29
101979,1332,2024-01-26,696.02,2024-02-09
101980,1053,2024-02-27,356.52,2024-03-14
101981,1274,2024-01-06,98.07,2024-01-12
101982,1357,2024-02-17,441.83,2024-02-23
101983,1209,2024-02-23,187.53,2024-03-10
101984,1276,2024-01-13,896.75,2024-01-19
101985,1293,2024-01-11,618.71,2024-01-12
101986,1010,2024-01-16,301.55,2024-01-16
101987,1362,2024-01-19,842.14,2024-02-01
101988,1020,2024-01-23,656.12,2024-01-23
101989,1118,2024-02-13,186.58,2024-02-18
101990,1308,2024-01-25,77.73,2024-02-02
101991,1307,2024-01-11,437.72,2024-01-24
101992,1265,2024-02-29,104.22,2024-03-09
101993,1052,2024-02-23,139.05,2024-02-24
101994,1001,2024-01-05,577.10,2024-01-05
101995,1299,2024-01-28,365.20,2024-01-29
101996,1130,2024-01-07,113.43,2024-01-08
101997,1184,2024-01-01,727.64,2024-01-03
101998,1033,2024-02-16,134.25,2024-02-19
101999,1115,2024-02-11,261.60,2024-02-11
102000,1339,2024-01-16,892.28,2024-01-16
